Partido,Nivel de Gobierno,Profesion Clasificada,N Candidatos,Total Candidatos del Nivel,% del total
APP,GENERAL,EDUCACION,1037,9477,10.94
APP,GENERAL,INGENIERIA,921,9477,9.72
APP,GENERAL,DERECHO,410,9477,4.33
APP,GENERAL,ADMINISTRACION,395,9477,4.17
APP,GENERAL,CONTABILIDAD,256,9477,2.7
APP,GENERAL,ENFERMERIA,146,9477,1.54
APP,GENERAL,PSICOLOGIA,114,9477,1.2
APP,GENERAL,CIENCIAS POLITICAS,101,9477,1.07
APP,GENERAL,ECONOMIA,91,9477,0.96
APP,GENERAL,ODONTOLOGIA,79,9477,0.83
APP,GENERAL,AGROPECUARIA,67,9477,0.71
APP,GENERAL,ARQUITECTURA,65,9477,0.69
APP,GENERAL,CIENCIAS DE LA COMUNICACION,54,9477,0.57
APP,GENERAL,MEDICINA,50,9477,0.53
APP,GENERAL,OBSTETRICIA,42,9477,0.44
APP,GENERAL,MEDICO VETERINARIO,38,9477,0.4
APP,GENERAL,MEDICO CIRUJANO,36,9477,0.38
APP,GENERAL,SOCIOLOGIA,29,9477,0.31
APP,GENERAL,BIOLOGIA,24,9477,0.25
APP,GENERAL,OTROS - OFICIO TECNICO,24,9477,0.25
APP,GENERAL,COMPUTACION E INFORMATICA,21,9477,0.22
APP,GENERAL,TURISMO Y HOTELERIA,20,9477,0.21
APP,GENERAL,FARMACIA Y BIOQUIMICA,18,9477,0.19
APP,GENERAL,MATEMATICA Y ESTADISTICA,18,9477,0.19
APP,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,16,9477,0.17
APP,GENERAL,POLICIA O MILITAR,16,9477,0.17
APP,GENERAL,TECNOLOGIA MEDICA,15,9477,0.16
APP,GENERAL,TRABAJO SOCIAL,13,9477,0.14
APP,GENERAL,HISTORIA,12,9477,0.13
APP,GENERAL,IDIOMAS,12,9477,0.13
APP,GENERAL,ANTROPOLOGIA,8,9477,0.08
APP,GENERAL,NUTRICION Y DIETETICA,7,9477,0.07
APP,GENERAL,ARTE Y DISENO,6,9477,0.06
APP,GENERAL,INSTRUCTOR DEPORTIVO,5,9477,0.05
APP,GENERAL,LENGUA Y LITERATURA,3,9477,0.03
APP,GENERAL,QUIMICA,3,9477,0.03
APP,GENERAL,FISIOTERAPIA Y TERAPIA FISICA,2,9477,0.02
APP,GENERAL,GASTRONOMIA,2,9477,0.02
APP,GENERAL,AGRICULTURA,1,9477,0.01
APP,GENERAL,ARQUEOLOGIA,1,9477,0.01
APP,GENERAL,CIENCIAS FILOSOFICAS,1,9477,0.01
APP,GENERAL,CIENCIAS MARITIMAS,1,9477,0.01
APP,GENERAL,CIENCIAS SOCIALES,1,9477,0.01
APP,GENERAL,CONSTRUCCION CIVIL,1,9477,0.01
APP,GENERAL,FILOSOFIA Y TEOLOGIA,1,9477,0.01
APP,GENERAL,FISICA,1,9477,0.01
APP,GENERAL,POLITICAS SOCIALES CON ENFOQUE DE GENERO,1,9477,0.01
APP,GENERAL,PREVENCION Y CONTROL DE LA CORRUPCION,1,9477,0.01
APP,GENERAL,SEGURIDAD CIUDADANA,1,9477,0.01
APP,MUNICIPAL DISTRITAL,EDUCACION,674,7686,8.77
APP,MUNICIPAL DISTRITAL,INGENIERIA,638,7686,8.3
APP,MUNICIPAL DISTRITAL,ADMINISTRACION,259,7686,3.37
APP,MUNICIPAL DISTRITAL,DERECHO,256,7686,3.33
APP,MUNICIPAL DISTRITAL,CONTABILIDAD,164,7686,2.13
APP,MUNICIPAL DISTRITAL,ENFERMERIA,104,7686,1.35
APP,MUNICIPAL DISTRITAL,ECONOMIA,65,7686,0.85
APP,MUNICIPAL DISTRITAL,PSICOLOGIA,65,7686,0.85
APP,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,59,7686,0.77
APP,MUNICIPAL DISTRITAL,ARQUITECTURA,49,7686,0.64
APP,MUNICIPAL DISTRITAL,ODONTOLOGIA,49,7686,0.64
APP,MUNICIPAL DISTRITAL,AGROPECUARIA,44,7686,0.57
APP,MUNICIPAL DISTRITAL,OBSTETRICIA,35,7686,0.46
APP,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,34,7686,0.44
APP,MUNICIPAL DISTRITAL,MEDICINA,30,7686,0.39
APP,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,25,7686,0.33
APP,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,21,7686,0.27
APP,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,20,7686,0.26
APP,MUNICIPAL DISTRITAL,BIOLOGIA,19,7686,0.25
APP,MUNICIPAL DISTRITAL,SOCIOLOGIA,19,7686,0.25
APP,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,15,7686,0.2
APP,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,14,7686,0.18
APP,MUNICIPAL DISTRITAL,POLICIA O MILITAR,12,7686,0.16
APP,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,11,7686,0.14
APP,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,10,7686,0.13
APP,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,9,7686,0.12
APP,MUNICIPAL DISTRITAL,HISTORIA,8,7686,0.1
APP,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,8,7686,0.1
APP,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,7,7686,0.09
APP,MUNICIPAL DISTRITAL,ANTROPOLOGIA,6,7686,0.08
APP,MUNICIPAL DISTRITAL,IDIOMAS,6,7686,0.08
APP,MUNICIPAL DISTRITAL,INSTRUCTOR DEPORTIVO,5,7686,0.07
APP,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,5,7686,0.07
APP,MUNICIPAL DISTRITAL,ARTE Y DISENO,3,7686,0.04
APP,MUNICIPAL DISTRITAL,FISIOTERAPIA Y TERAPIA FISICA,2,7686,0.03
APP,MUNICIPAL DISTRITAL,GASTRONOMIA,2,7686,0.03
APP,MUNICIPAL DISTRITAL,AGRICULTURA,1,7686,0.01
APP,MUNICIPAL DISTRITAL,CIENCIAS FILOSOFICAS,1,7686,0.01
APP,MUNICIPAL DISTRITAL,CIENCIAS MARITIMAS,1,7686,0.01
APP,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,1,7686,0.01
APP,MUNICIPAL DISTRITAL,FISICA,1,7686,0.01
APP,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,1,7686,0.01
APP,MUNICIPAL DISTRITAL,PREVENCION Y CONTROL DE LA CORRUPCION,1,7686,0.01
APP,MUNICIPAL DISTRITAL,QUIMICA,1,7686,0.01
APP,MUNICIPAL DISTRITAL,SEGURIDAD CIUDADANA,1,7686,0.01
APP,MUNICIPAL PROVINCIAL,EDUCACION,316,1535,20.59
APP,MUNICIPAL PROVINCIAL,INGENIERIA,229,1535,14.92
APP,MUNICIPAL PROVINCIAL,DERECHO,117,1535,7.62
APP,MUNICIPAL PROVINCIAL,ADMINISTRACION,113,1535,7.36
APP,MUNICIPAL PROVINCIAL,CONTABILIDAD,73,1535,4.76
APP,MUNICIPAL PROVINCIAL,PSICOLOGIA,41,1535,2.67
APP,MUNICIPAL PROVINCIAL,ENFERMERIA,35,1535,2.28
APP,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,33,1535,2.15
APP,MUNICIPAL PROVINCIAL,ODONTOLOGIA,27,1535,1.76
APP,MUNICIPAL PROVINCIAL,AGROPECUARIA,21,1535,1.37
APP,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,20,1535,1.3
APP,MUNICIPAL PROVINCIAL,ECONOMIA,19,1535,1.24
APP,MUNICIPAL PROVINCIAL,MEDICINA,18,1535,1.17
APP,MUNICIPAL PROVINCIAL,ARQUITECTURA,14,1535,0.91
APP,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,13,1535,0.85
APP,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,11,1535,0.72
APP,MUNICIPAL PROVINCIAL,SOCIOLOGIA,10,1535,0.65
APP,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,8,1535,0.52
APP,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,8,1535,0.52
APP,MUNICIPAL PROVINCIAL,OBSTETRICIA,7,1535,0.46
APP,MUNICIPAL PROVINCIAL,IDIOMAS,6,1535,0.39
APP,MUNICIPAL PROVINCIAL,CIENCIAS FORESTALES Y AMBIENTALES,5,1535,0.33
APP,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,5,1535,0.33
APP,MUNICIPAL PROVINCIAL,FARMACIA Y BIOQUIMICA,5,1535,0.33
APP,MUNICIPAL PROVINCIAL,BIOLOGIA,4,1535,0.26
APP,MUNICIPAL PROVINCIAL,HISTORIA,4,1535,0.26
APP,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,4,1535,0.26
APP,MUNICIPAL PROVINCIAL,ARTE Y DISENO,3,1535,0.2
APP,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,3,1535,0.2
APP,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,3,1535,0.2
APP,MUNICIPAL PROVINCIAL,LENGUA Y LITERATURA,2,1535,0.13
APP,MUNICIPAL PROVINCIAL,NUTRICION Y DIETETICA,2,1535,0.13
APP,MUNICIPAL PROVINCIAL,QUIMICA,2,1535,0.13
APP,MUNICIPAL PROVINCIAL,TRABAJO SOCIAL,2,1535,0.13
APP,MUNICIPAL PROVINCIAL,ARQUEOLOGIA,1,1535,0.07
APP,MUNICIPAL PROVINCIAL,CONSTRUCCION CIVIL,1,1535,0.07
APP,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,1,1535,0.07
APP,REGIONAL,INGENIERIA,54,256,21.09
APP,REGIONAL,EDUCACION,47,256,18.36
APP,REGIONAL,DERECHO,37,256,14.45
APP,REGIONAL,ADMINISTRACION,23,256,8.98
APP,REGIONAL,CONTABILIDAD,19,256,7.42
APP,REGIONAL,CIENCIAS POLITICAS,9,256,3.52
APP,REGIONAL,PSICOLOGIA,8,256,3.12
APP,REGIONAL,ECONOMIA,7,256,2.73
APP,REGIONAL,ENFERMERIA,7,256,2.73
APP,REGIONAL,FARMACIA Y BIOQUIMICA,3,256,1.17
APP,REGIONAL,ODONTOLOGIA,3,256,1.17
APP,REGIONAL,TRABAJO SOCIAL,3,256,1.17
APP,REGIONAL,AGROPECUARIA,2,256,0.78
APP,REGIONAL,ANTROPOLOGIA,2,256,0.78
APP,REGIONAL,ARQUITECTURA,2,256,0.78
APP,REGIONAL,COMPUTACION E INFORMATICA,2,256,0.78
APP,REGIONAL,MEDICINA,2,256,0.78
APP,REGIONAL,MEDICO CIRUJANO,2,256,0.78
APP,REGIONAL,MEDICO VETERINARIO,2,256,0.78
APP,REGIONAL,TURISMO Y HOTELERIA,2,256,0.78
APP,REGIONAL,BIOLOGIA,1,256,0.39
APP,REGIONAL,MATEMATICA Y ESTADISTICA,1,256,0.39
APP,REGIONAL,OTROS - OFICIO TECNICO,1,256,0.39
APP,REGIONAL,POLITICAS SOCIALES CON ENFOQUE DE GENERO,1,256,0.39
Acción Popular,GENERAL,EDUCACION,547,6041,9.05
Acción Popular,GENERAL,INGENIERIA,517,6041,8.56
Acción Popular,GENERAL,DERECHO,291,6041,4.82
Acción Popular,GENERAL,ADMINISTRACION,245,6041,4.06
Acción Popular,GENERAL,CONTABILIDAD,166,6041,2.75
Acción Popular,GENERAL,ENFERMERIA,87,6041,1.44
Acción Popular,GENERAL,ECONOMIA,71,6041,1.18
Acción Popular,GENERAL,PSICOLOGIA,65,6041,1.08
Acción Popular,GENERAL,CIENCIAS POLITICAS,55,6041,0.91
Acción Popular,GENERAL,CIENCIAS DE LA COMUNICACION,39,6041,0.65
Acción Popular,GENERAL,ODONTOLOGIA,39,6041,0.65
Acción Popular,GENERAL,ARQUITECTURA,38,6041,0.63
Acción Popular,GENERAL,AGROPECUARIA,37,6041,0.61
Acción Popular,GENERAL,OTROS - OFICIO TECNICO,30,6041,0.5
Acción Popular,GENERAL,MEDICO CIRUJANO,26,6041,0.43
Acción Popular,GENERAL,MEDICINA,25,6041,0.41
Acción Popular,GENERAL,FARMACIA Y BIOQUIMICA,22,6041,0.36
Acción Popular,GENERAL,OBSTETRICIA,22,6041,0.36
Acción Popular,GENERAL,MATEMATICA Y ESTADISTICA,18,6041,0.3
Acción Popular,GENERAL,COMPUTACION E INFORMATICA,15,6041,0.25
Acción Popular,GENERAL,BIOLOGIA,12,6041,0.2
Acción Popular,GENERAL,MEDICO VETERINARIO,12,6041,0.2
Acción Popular,GENERAL,SOCIOLOGIA,12,6041,0.2
Acción Popular,GENERAL,IDIOMAS,10,6041,0.17
Acción Popular,GENERAL,POLICIA O MILITAR,9,6041,0.15
Acción Popular,GENERAL,ARTE Y DISENO,8,6041,0.13
Acción Popular,GENERAL,TECNOLOGIA MEDICA,8,6041,0.13
Acción Popular,GENERAL,TURISMO Y HOTELERIA,8,6041,0.13
Acción Popular,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,7,6041,0.12
Acción Popular,GENERAL,NUTRICION Y DIETETICA,7,6041,0.12
Acción Popular,GENERAL,CIENCIAS SOCIALES,5,6041,0.08
Acción Popular,GENERAL,FILOSOFIA Y TEOLOGIA,5,6041,0.08
Acción Popular,GENERAL,HISTORIA,5,6041,0.08
Acción Popular,GENERAL,LENGUA Y LITERATURA,5,6041,0.08
Acción Popular,GENERAL,INSTRUCTOR DEPORTIVO,4,6041,0.07
Acción Popular,GENERAL,FISICA,3,6041,0.05
Acción Popular,GENERAL,CONSTRUCCION CIVIL,2,6041,0.03
Acción Popular,GENERAL,ANTROPOLOGIA,1,6041,0.02
Acción Popular,GENERAL,CIENCIAS MARITIMAS NAVALES,1,6041,0.02
Acción Popular,GENERAL,CIENCIAS MARITIMO NAVALES,1,6041,0.02
Acción Popular,GENERAL,INDUSTRIAS ALIMENTICIAS,1,6041,0.02
Acción Popular,GENERAL,LOGISTICA Y ALMACENES,1,6041,0.02
Acción Popular,GENERAL,NEGOCIOS INTERNACIONALES,1,6041,0.02
Acción Popular,GENERAL,RIEGO TECNIFICADO Y OBRAS HIDRAULICAS,1,6041,0.02
Acción Popular,GENERAL,SALUD OCUPACIONAL,1,6041,0.02
Acción Popular,GENERAL,TECNOLOGIA DEL VESTIDO,1,6041,0.02
Acción Popular,GENERAL,TOPOGRAFIA,1,6041,0.02
Acción Popular,GENERAL,TRABAJADOR SOCIAL,1,6041,0.02
Acción Popular,GENERAL,TRABAJO SOCIAL,1,6041,0.02
Acción Popular,GENERAL,TRIBUTACION INTERNACIONAL,1,6041,0.02
Acción Popular,MUNICIPAL DISTRITAL,INGENIERIA,343,4692,7.31
Acción Popular,MUNICIPAL DISTRITAL,EDUCACION,334,4692,7.12
Acción Popular,MUNICIPAL DISTRITAL,DERECHO,176,4692,3.75
Acción Popular,MUNICIPAL DISTRITAL,ADMINISTRACION,146,4692,3.11
Acción Popular,MUNICIPAL DISTRITAL,CONTABILIDAD,90,4692,1.92
Acción Popular,MUNICIPAL DISTRITAL,ENFERMERIA,60,4692,1.28
Acción Popular,MUNICIPAL DISTRITAL,ECONOMIA,46,4692,0.98
Acción Popular,MUNICIPAL DISTRITAL,PSICOLOGIA,41,4692,0.87
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,40,4692,0.85
Acción Popular,MUNICIPAL DISTRITAL,AGROPECUARIA,28,4692,0.6
Acción Popular,MUNICIPAL DISTRITAL,ODONTOLOGIA,28,4692,0.6
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,27,4692,0.58
Acción Popular,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,25,4692,0.53
Acción Popular,MUNICIPAL DISTRITAL,ARQUITECTURA,21,4692,0.45
Acción Popular,MUNICIPAL DISTRITAL,OBSTETRICIA,17,4692,0.36
Acción Popular,MUNICIPAL DISTRITAL,MEDICINA,16,4692,0.34
Acción Popular,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,14,4692,0.3
Acción Popular,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,14,4692,0.3
Acción Popular,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,13,4692,0.28
Acción Popular,MUNICIPAL DISTRITAL,BIOLOGIA,9,4692,0.19
Acción Popular,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,8,4692,0.17
Acción Popular,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,8,4692,0.17
Acción Popular,MUNICIPAL DISTRITAL,ARTE Y DISENO,7,4692,0.15
Acción Popular,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,7,4692,0.15
Acción Popular,MUNICIPAL DISTRITAL,POLICIA O MILITAR,7,4692,0.15
Acción Popular,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,7,4692,0.15
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,6,4692,0.13
Acción Popular,MUNICIPAL DISTRITAL,IDIOMAS,6,4692,0.13
Acción Popular,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,6,4692,0.13
Acción Popular,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,5,4692,0.11
Acción Popular,MUNICIPAL DISTRITAL,SOCIOLOGIA,5,4692,0.11
Acción Popular,MUNICIPAL DISTRITAL,HISTORIA,4,4692,0.09
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,3,4692,0.06
Acción Popular,MUNICIPAL DISTRITAL,INSTRUCTOR DEPORTIVO,3,4692,0.06
Acción Popular,MUNICIPAL DISTRITAL,CONSTRUCCION CIVIL,2,4692,0.04
Acción Popular,MUNICIPAL DISTRITAL,FISICA,2,4692,0.04
Acción Popular,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,2,4692,0.04
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS MARITIMAS NAVALES,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,CIENCIAS MARITIMO NAVALES,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,LOGISTICA Y ALMACENES,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,RIEGO TECNIFICADO Y OBRAS HIDRAULICAS,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,SALUD OCUPACIONAL,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,TECNOLOGIA DEL VESTIDO,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,TOPOGRAFIA,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,1,4692,0.02
Acción Popular,MUNICIPAL DISTRITAL,TRIBUTACION INTERNACIONAL,1,4692,0.02
Acción Popular,MUNICIPAL PROVINCIAL,EDUCACION,156,1023,15.25
Acción Popular,MUNICIPAL PROVINCIAL,INGENIERIA,126,1023,12.32
Acción Popular,MUNICIPAL PROVINCIAL,DERECHO,83,1023,8.11
Acción Popular,MUNICIPAL PROVINCIAL,ADMINISTRACION,57,1023,5.57
Acción Popular,MUNICIPAL PROVINCIAL,CONTABILIDAD,55,1023,5.38
Acción Popular,MUNICIPAL PROVINCIAL,ECONOMIA,20,1023,1.96
Acción Popular,MUNICIPAL PROVINCIAL,ENFERMERIA,18,1023,1.76
Acción Popular,MUNICIPAL PROVINCIAL,PSICOLOGIA,15,1023,1.47
Acción Popular,MUNICIPAL PROVINCIAL,ARQUITECTURA,12,1023,1.17
Acción Popular,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,11,1023,1.08
Acción Popular,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,11,1023,1.08
Acción Popular,MUNICIPAL PROVINCIAL,ODONTOLOGIA,11,1023,1.08
Acción Popular,MUNICIPAL PROVINCIAL,FARMACIA Y BIOQUIMICA,8,1023,0.78
Acción Popular,MUNICIPAL PROVINCIAL,MEDICINA,8,1023,0.78
Acción Popular,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,7,1023,0.68
Acción Popular,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,5,1023,0.49
Acción Popular,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,5,1023,0.49
Acción Popular,MUNICIPAL PROVINCIAL,SOCIOLOGIA,5,1023,0.49
Acción Popular,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,4,1023,0.39
Acción Popular,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,4,1023,0.39
Acción Popular,MUNICIPAL PROVINCIAL,AGROPECUARIA,3,1023,0.29
Acción Popular,MUNICIPAL PROVINCIAL,BIOLOGIA,3,1023,0.29
Acción Popular,MUNICIPAL PROVINCIAL,LENGUA Y LITERATURA,3,1023,0.29
Acción Popular,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,2,1023,0.2
Acción Popular,MUNICIPAL PROVINCIAL,IDIOMAS,2,1023,0.2
Acción Popular,MUNICIPAL PROVINCIAL,OBSTETRICIA,2,1023,0.2
Acción Popular,MUNICIPAL PROVINCIAL,ANTROPOLOGIA,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,ARTE Y DISENO,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,CIENCIAS FORESTALES Y AMBIENTALES,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,FISICA,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,HISTORIA,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,INDUSTRIAS ALIMENTICIAS,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,INSTRUCTOR DEPORTIVO,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,1,1023,0.1
Acción Popular,MUNICIPAL PROVINCIAL,TRABAJADOR SOCIAL,1,1023,0.1
Acción Popular,REGIONAL,EDUCACION,57,326,17.48
Acción Popular,REGIONAL,INGENIERIA,48,326,14.72
Acción Popular,REGIONAL,ADMINISTRACION,42,326,12.88
Acción Popular,REGIONAL,DERECHO,32,326,9.82
Acción Popular,REGIONAL,CONTABILIDAD,21,326,6.44
Acción Popular,REGIONAL,ENFERMERIA,9,326,2.76
Acción Popular,REGIONAL,PSICOLOGIA,9,326,2.76
Acción Popular,REGIONAL,CIENCIAS DE LA COMUNICACION,8,326,2.45
Acción Popular,REGIONAL,AGROPECUARIA,6,326,1.84
Acción Popular,REGIONAL,ARQUITECTURA,5,326,1.53
Acción Popular,REGIONAL,ECONOMIA,5,326,1.53
Acción Popular,REGIONAL,CIENCIAS POLITICAS,4,326,1.23
Acción Popular,REGIONAL,OBSTETRICIA,3,326,0.92
Acción Popular,REGIONAL,IDIOMAS,2,326,0.61
Acción Popular,REGIONAL,MEDICO CIRUJANO,2,326,0.61
Acción Popular,REGIONAL,SOCIOLOGIA,2,326,0.61
Acción Popular,REGIONAL,MEDICINA,1,326,0.31
Acción Popular,REGIONAL,MEDICO VETERINARIO,1,326,0.31
Acción Popular,REGIONAL,NEGOCIOS INTERNACIONALES,1,326,0.31
Acción Popular,REGIONAL,POLICIA O MILITAR,1,326,0.31
Ahora Nación,GENERAL,INGENIERIA,611,6011,10.16
Ahora Nación,GENERAL,EDUCACION,561,6011,9.33
Ahora Nación,GENERAL,DERECHO,279,6011,4.64
Ahora Nación,GENERAL,CONTABILIDAD,237,6011,3.94
Ahora Nación,GENERAL,ADMINISTRACION,227,6011,3.78
Ahora Nación,GENERAL,ENFERMERIA,95,6011,1.58
Ahora Nación,GENERAL,CIENCIAS POLITICAS,66,6011,1.1
Ahora Nación,GENERAL,AGROPECUARIA,64,6011,1.06
Ahora Nación,GENERAL,ECONOMIA,54,6011,0.9
Ahora Nación,GENERAL,PSICOLOGIA,54,6011,0.9
Ahora Nación,GENERAL,CIENCIAS DE LA COMUNICACION,48,6011,0.8
Ahora Nación,GENERAL,ODONTOLOGIA,40,6011,0.67
Ahora Nación,GENERAL,OTROS - OFICIO TECNICO,36,6011,0.6
Ahora Nación,GENERAL,ANTROPOLOGIA,34,6011,0.57
Ahora Nación,GENERAL,MEDICO VETERINARIO,27,6011,0.45
Ahora Nación,GENERAL,SOCIOLOGIA,26,6011,0.43
Ahora Nación,GENERAL,OBSTETRICIA,25,6011,0.42
Ahora Nación,GENERAL,ARQUITECTURA,22,6011,0.37
Ahora Nación,GENERAL,BIOLOGIA,21,6011,0.35
Ahora Nación,GENERAL,COMPUTACION E INFORMATICA,21,6011,0.35
Ahora Nación,GENERAL,TRABAJO SOCIAL,18,6011,0.3
Ahora Nación,GENERAL,MEDICINA,17,6011,0.28
Ahora Nación,GENERAL,HISTORIA,15,6011,0.25
Ahora Nación,GENERAL,IDIOMAS,15,6011,0.25
Ahora Nación,GENERAL,MEDICO CIRUJANO,14,6011,0.23
Ahora Nación,GENERAL,MATEMATICA Y ESTADISTICA,13,6011,0.22
Ahora Nación,GENERAL,POLICIA O MILITAR,13,6011,0.22
Ahora Nación,GENERAL,TURISMO Y HOTELERIA,11,6011,0.18
Ahora Nación,GENERAL,CIENCIAS SOCIALES,9,6011,0.15
Ahora Nación,GENERAL,FARMACIA Y BIOQUIMICA,8,6011,0.13
Ahora Nación,GENERAL,LENGUA Y LITERATURA,7,6011,0.12
Ahora Nación,GENERAL,ARQUEOLOGIA,5,6011,0.08
Ahora Nación,GENERAL,INSTRUCTOR DEPORTIVO,5,6011,0.08
Ahora Nación,GENERAL,NUTRICION Y DIETETICA,5,6011,0.08
Ahora Nación,GENERAL,ARTE Y DISENO,4,6011,0.07
Ahora Nación,GENERAL,FISICA,4,6011,0.07
Ahora Nación,GENERAL,TECNOLOGIA MEDICA,4,6011,0.07
Ahora Nación,GENERAL,FILOSOFIA Y TEOLOGIA,2,6011,0.03
Ahora Nación,GENERAL,GASTRONOMIA,2,6011,0.03
Ahora Nación,GENERAL,TOPOGRAFIA,2,6011,0.03
Ahora Nación,GENERAL,BIOTECNOLOGIA INDUSTRIAL,1,6011,0.02
Ahora Nación,GENERAL,CIENCIAS FISICAS,1,6011,0.02
Ahora Nación,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,1,6011,0.02
Ahora Nación,GENERAL,CONSTRUCCION CIVIL,1,6011,0.02
Ahora Nación,GENERAL,EVALUACION DE PROYECTOS DE INVERSION,1,6011,0.02
Ahora Nación,GENERAL,FISIOTERAPIA Y TERAPIA FISICA,1,6011,0.02
Ahora Nación,GENERAL,INVESTIGACION CRIMINAL,1,6011,0.02
Ahora Nación,GENERAL,QUIMICA,1,6011,0.02
Ahora Nación,GENERAL,SALUD PUBLICA,1,6011,0.02
Ahora Nación,MUNICIPAL DISTRITAL,INGENIERIA,427,4721,9.04
Ahora Nación,MUNICIPAL DISTRITAL,EDUCACION,383,4721,8.11
Ahora Nación,MUNICIPAL DISTRITAL,DERECHO,169,4721,3.58
Ahora Nación,MUNICIPAL DISTRITAL,CONTABILIDAD,165,4721,3.5
Ahora Nación,MUNICIPAL DISTRITAL,ADMINISTRACION,152,4721,3.22
Ahora Nación,MUNICIPAL DISTRITAL,ENFERMERIA,72,4721,1.53
Ahora Nación,MUNICIPAL DISTRITAL,AGROPECUARIA,45,4721,0.95
Ahora Nación,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,42,4721,0.89
Ahora Nación,MUNICIPAL DISTRITAL,PSICOLOGIA,41,4721,0.87
Ahora Nación,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,33,4721,0.7
