Partido,Nivel de Gobierno,Profesion Clasificada,N Candidatos,Total Candidatos del Nivel,% del total
Partido Morado,GENERAL,FISIOTERAPIA Y TERAPIA FISICA,1,552,0.18
Partido Morado,GENERAL,INSTRUCTOR DEPORTIVO,1,552,0.18
Partido Morado,GENERAL,MATEMATICA Y ESTADISTICA,1,552,0.18
Partido Morado,GENERAL,MEDICINA,1,552,0.18
Partido Morado,GENERAL,MEDICO CIRUJANO,1,552,0.18
Partido Morado,GENERAL,MEDICO VETERINARIO,1,552,0.18
Partido Morado,GENERAL,POLITICAS PUBLICAS,1,552,0.18
Partido Morado,GENERAL,TURISMO Y HOTELERIA,1,552,0.18
Partido Morado,MUNICIPAL DISTRITAL,INGENIERIA,60,437,13.73
Partido Morado,MUNICIPAL DISTRITAL,ADMINISTRACION,33,437,7.55
Partido Morado,MUNICIPAL DISTRITAL,EDUCACION,33,437,7.55
Partido Morado,MUNICIPAL DISTRITAL,DERECHO,31,437,7.09
Partido Morado,MUNICIPAL DISTRITAL,CONTABILIDAD,20,437,4.58
Partido Morado,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,11,437,2.52
Partido Morado,MUNICIPAL DISTRITAL,ECONOMIA,10,437,2.29
Partido Morado,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,9,437,2.06
Partido Morado,MUNICIPAL DISTRITAL,ODONTOLOGIA,9,437,2.06
Partido Morado,MUNICIPAL DISTRITAL,PSICOLOGIA,9,437,2.06
Partido Morado,MUNICIPAL DISTRITAL,ENFERMERIA,8,437,1.83
Partido Morado,MUNICIPAL DISTRITAL,SOCIOLOGIA,7,437,1.6
Partido Morado,MUNICIPAL DISTRITAL,ARQUITECTURA,4,437,0.92
Partido Morado,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,4,437,0.92
Partido Morado,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,4,437,0.92
Partido Morado,MUNICIPAL DISTRITAL,IDIOMAS,4,437,0.92
Partido Morado,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,4,437,0.92
Partido Morado,MUNICIPAL DISTRITAL,BIOLOGIA,3,437,0.69
Partido Morado,MUNICIPAL DISTRITAL,AGROPECUARIA,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,HISTORIA,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,POLICIA O MILITAR,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,2,437,0.46
Partido Morado,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,1,437,0.23
Partido Morado,MUNICIPAL DISTRITAL,FISIOTERAPIA Y TERAPIA FISICA,1,437,0.23
Partido Morado,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,1,437,0.23
Partido Morado,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,1,437,0.23
Partido Morado,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,1,437,0.23
Partido Morado,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,1,437,0.23
Partido Morado,MUNICIPAL PROVINCIAL,INGENIERIA,17,91,18.68
Partido Morado,MUNICIPAL PROVINCIAL,EDUCACION,12,91,13.19
Partido Morado,MUNICIPAL PROVINCIAL,DERECHO,9,91,9.89
Partido Morado,MUNICIPAL PROVINCIAL,ODONTOLOGIA,7,91,7.69
Partido Morado,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,6,91,6.59
Partido Morado,MUNICIPAL PROVINCIAL,ADMINISTRACION,5,91,5.49
Partido Morado,MUNICIPAL PROVINCIAL,PSICOLOGIA,3,91,3.3
Partido Morado,MUNICIPAL PROVINCIAL,ARQUITECTURA,2,91,2.2
Partido Morado,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,2,91,2.2
Partido Morado,MUNICIPAL PROVINCIAL,NUTRICION Y DIETETICA,2,91,2.2
Partido Morado,MUNICIPAL PROVINCIAL,OBSTETRICIA,2,91,2.2
Partido Morado,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,2,91,2.2
Partido Morado,MUNICIPAL PROVINCIAL,AGROPECUARIA,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,CIENCIAS FORESTALES Y AMBIENTALES,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,HISTORIA,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,IDIOMAS,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,INSTRUCTOR DEPORTIVO,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,MEDICINA,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,1,91,1.1
Partido Morado,MUNICIPAL PROVINCIAL,POLITICAS PUBLICAS,1,91,1.1
Partido Morado,REGIONAL,DERECHO,2,24,8.33
Partido Morado,REGIONAL,PSICOLOGIA,2,24,8.33
Partido Morado,REGIONAL,CIENCIAS POLITICAS,1,24,4.17
Partido Morado,REGIONAL,EDUCACION,1,24,4.17
Partido Patriótico del Perú,GENERAL,INGENIERIA,17,401,4.24
Partido Patriótico del Perú,GENERAL,DERECHO,15,401,3.74
Partido Patriótico del Perú,GENERAL,EDUCACION,14,401,3.49
Partido Patriótico del Perú,GENERAL,CONTABILIDAD,7,401,1.75
Partido Patriótico del Perú,GENERAL,PSICOLOGIA,6,401,1.5
Partido Patriótico del Perú,GENERAL,ODONTOLOGIA,5,401,1.25
Partido Patriótico del Perú,GENERAL,ECONOMIA,4,401,1
Partido Patriótico del Perú,GENERAL,ADMINISTRACION,3,401,0.75
Partido Patriótico del Perú,GENERAL,CIENCIAS DE LA COMUNICACION,3,401,0.75
Partido Patriótico del Perú,GENERAL,CIENCIAS POLITICAS,3,401,0.75
Partido Patriótico del Perú,GENERAL,MATEMATICA Y ESTADISTICA,3,401,0.75
Partido Patriótico del Perú,GENERAL,COMPUTACION E INFORMATICA,1,401,0.25
Partido Patriótico del Perú,GENERAL,ENFERMERIA,1,401,0.25
Partido Patriótico del Perú,GENERAL,INSTRUCTOR DEPORTIVO,1,401,0.25
Partido Patriótico del Perú,GENERAL,NUTRICION Y DIETETICA,1,401,0.25
Partido Patriótico del Perú,GENERAL,OBSTETRICIA,1,401,0.25
Partido Patriótico del Perú,GENERAL,OTROS - OFICIO TECNICO,1,401,0.25
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,INGENIERIA,9,206,4.37
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,EDUCACION,8,206,3.88
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,CONTABILIDAD,5,206,2.43
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,DERECHO,4,206,1.94
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,ODONTOLOGIA,4,206,1.94
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,ECONOMIA,2,206,0.97
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,INSTRUCTOR DEPORTIVO,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,OBSTETRICIA,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL DISTRITAL,PSICOLOGIA,1,206,0.49
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,DERECHO,11,153,7.19
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,INGENIERIA,8,153,5.23
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,EDUCACION,6,153,3.92
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,PSICOLOGIA,5,153,3.27
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,ADMINISTRACION,3,153,1.96
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,3,153,1.96
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,3,153,1.96
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,2,153,1.31
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,1,153,0.65
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,CONTABILIDAD,1,153,0.65
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,ECONOMIA,1,153,0.65
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,ENFERMERIA,1,153,0.65
Partido Patriótico del Perú,MUNICIPAL PROVINCIAL,ODONTOLOGIA,1,153,0.65
Partido Patriótico del Perú,REGIONAL,CONTABILIDAD,1,42,2.38
Partido Patriótico del Perú,REGIONAL,ECONOMIA,1,42,2.38
Partido del Buen Gobierno,GENERAL,INGENIERIA,77,1069,7.2
Partido del Buen Gobierno,GENERAL,DERECHO,72,1069,6.74
Partido del Buen Gobierno,GENERAL,EDUCACION,68,1069,6.36
Partido del Buen Gobierno,GENERAL,ADMINISTRACION,38,1069,3.55
Partido del Buen Gobierno,GENERAL,CONTABILIDAD,37,1069,3.46
Partido del Buen Gobierno,GENERAL,PSICOLOGIA,17,1069,1.59
Partido del Buen Gobierno,GENERAL,CIENCIAS DE LA COMUNICACION,15,1069,1.4
Partido del Buen Gobierno,GENERAL,ECONOMIA,11,1069,1.03
Partido del Buen Gobierno,GENERAL,ODONTOLOGIA,11,1069,1.03
Partido del Buen Gobierno,GENERAL,OTROS - OFICIO TECNICO,11,1069,1.03
Partido del Buen Gobierno,GENERAL,ARQUITECTURA,10,1069,0.94
Partido del Buen Gobierno,GENERAL,CIENCIAS POLITICAS,9,1069,0.84
Partido del Buen Gobierno,GENERAL,AGROPECUARIA,8,1069,0.75
Partido del Buen Gobierno,GENERAL,COMPUTACION E INFORMATICA,8,1069,0.75
Partido del Buen Gobierno,GENERAL,ENFERMERIA,8,1069,0.75
Partido del Buen Gobierno,GENERAL,MEDICINA,7,1069,0.65
Partido del Buen Gobierno,GENERAL,BIOLOGIA,6,1069,0.56
Partido del Buen Gobierno,GENERAL,MEDICO CIRUJANO,6,1069,0.56
Partido del Buen Gobierno,GENERAL,ARQUEOLOGIA,5,1069,0.47
Partido del Buen Gobierno,GENERAL,FILOSOFIA Y TEOLOGIA,5,1069,0.47
Partido del Buen Gobierno,GENERAL,POLICIA O MILITAR,5,1069,0.47
Partido del Buen Gobierno,GENERAL,SOCIOLOGIA,5,1069,0.47
Partido del Buen Gobierno,GENERAL,TURISMO Y HOTELERIA,5,1069,0.47
Partido del Buen Gobierno,GENERAL,ARTE Y DISENO,4,1069,0.37
Partido del Buen Gobierno,GENERAL,CIENCIAS SOCIALES,4,1069,0.37
Partido del Buen Gobierno,GENERAL,IDIOMAS,4,1069,0.37
Partido del Buen Gobierno,GENERAL,OBSTETRICIA,3,1069,0.28
Partido del Buen Gobierno,GENERAL,ANTROPOLOGIA,2,1069,0.19
Partido del Buen Gobierno,GENERAL,HISTORIA,1,1069,0.09
Partido del Buen Gobierno,GENERAL,INSTRUCTOR DEPORTIVO,1,1069,0.09
Partido del Buen Gobierno,GENERAL,MATEMATICA Y ESTADISTICA,1,1069,0.09
Partido del Buen Gobierno,GENERAL,TECNOLOGIA MEDICA,1,1069,0.09
Partido del Buen Gobierno,GENERAL,TRABAJO SOCIAL,1,1069,0.09
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,DERECHO,30,406,7.39
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,INGENIERIA,22,406,5.42
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,EDUCACION,20,406,4.93
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ADMINISTRACION,11,406,2.71
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,CONTABILIDAD,10,406,2.46
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,8,406,1.97
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,PSICOLOGIA,7,406,1.72
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ARQUITECTURA,5,406,1.23
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,5,406,1.23
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,MEDICINA,5,406,1.23
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,5,406,1.23
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ECONOMIA,4,406,0.99
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ENFERMERIA,4,406,0.99
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,SOCIOLOGIA,4,406,0.99
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ARTE Y DISENO,3,406,0.74
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,3,406,0.74
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,3,406,0.74
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ODONTOLOGIA,3,406,0.74
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,POLICIA O MILITAR,3,406,0.74
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ANTROPOLOGIA,2,406,0.49
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,ARQUEOLOGIA,2,406,0.49
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,AGROPECUARIA,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,HISTORIA,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,IDIOMAS,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,1,406,0.25
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,INGENIERIA,48,524,9.16
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,DERECHO,35,524,6.68
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,EDUCACION,30,524,5.73
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,CONTABILIDAD,25,524,4.77
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,ADMINISTRACION,21,524,4.01
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,ODONTOLOGIA,8,524,1.53
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,6,524,1.15
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,AGROPECUARIA,5,524,0.95
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,BIOLOGIA,5,524,0.95
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,5,524,0.95
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,5,524,0.95
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,PSICOLOGIA,5,524,0.95
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,ECONOMIA,4,524,0.76
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,4,524,0.76
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,3,524,0.57
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,ENFERMERIA,3,524,0.57
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,3,524,0.57
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,OBSTETRICIA,3,524,0.57
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,2,524,0.38
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,IDIOMAS,2,524,0.38
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,MEDICINA,2,524,0.38
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,2,524,0.38
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,ARTE Y DISENO,1,524,0.19
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,1,524,0.19
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,INSTRUCTOR DEPORTIVO,1,524,0.19
Partido del Buen Gobierno,MUNICIPAL PROVINCIAL,SOCIOLOGIA,1,524,0.19
Partido del Buen Gobierno,REGIONAL,EDUCACION,18,139,12.95
Partido del Buen Gobierno,REGIONAL,DERECHO,7,139,5.04
Partido del Buen Gobierno,REGIONAL,INGENIERIA,7,139,5.04
Partido del Buen Gobierno,REGIONAL,ADMINISTRACION,6,139,4.32
Partido del Buen Gobierno,REGIONAL,ARQUITECTURA,5,139,3.6
Partido del Buen Gobierno,REGIONAL,PSICOLOGIA,5,139,3.6
Partido del Buen Gobierno,REGIONAL,ARQUEOLOGIA,3,139,2.16
Partido del Buen Gobierno,REGIONAL,CIENCIAS POLITICAS,3,139,2.16
Partido del Buen Gobierno,REGIONAL,ECONOMIA,3,139,2.16
Partido del Buen Gobierno,REGIONAL,AGROPECUARIA,2,139,1.44
Partido del Buen Gobierno,REGIONAL,CONTABILIDAD,2,139,1.44
Partido del Buen Gobierno,REGIONAL,FILOSOFIA Y TEOLOGIA,2,139,1.44
Partido del Buen Gobierno,REGIONAL,BIOLOGIA,1,139,0.72
Partido del Buen Gobierno,REGIONAL,CIENCIAS DE LA COMUNICACION,1,139,0.72
Partido del Buen Gobierno,REGIONAL,CIENCIAS SOCIALES,1,139,0.72
Partido del Buen Gobierno,REGIONAL,ENFERMERIA,1,139,0.72
Partido del Buen Gobierno,REGIONAL,IDIOMAS,1,139,0.72
Partido del Buen Gobierno,REGIONAL,OTROS - OFICIO TECNICO,1,139,0.72
Partido del Buen Gobierno,REGIONAL,TURISMO Y HOTELERIA,1,139,0.72
País Para Todos,GENERAL,EDUCACION,286,2927,9.77
País Para Todos,GENERAL,INGENIERIA,259,2927,8.85
País Para Todos,GENERAL,DERECHO,135,2927,4.61
País Para Todos,GENERAL,ADMINISTRACION,109,2927,3.72
País Para Todos,GENERAL,CONTABILIDAD,93,2927,3.18
País Para Todos,GENERAL,CIENCIAS POLITICAS,35,2927,1.2
País Para Todos,GENERAL,ENFERMERIA,32,2927,1.09
País Para Todos,GENERAL,PSICOLOGIA,27,2927,0.92
País Para Todos,GENERAL,ECONOMIA,25,2927,0.85
País Para Todos,GENERAL,AGROPECUARIA,22,2927,0.75
País Para Todos,GENERAL,ODONTOLOGIA,22,2927,0.75
País Para Todos,GENERAL,ARQUITECTURA,20,2927,0.68
País Para Todos,GENERAL,CIENCIAS DE LA COMUNICACION,13,2927,0.44
País Para Todos,GENERAL,OBSTETRICIA,13,2927,0.44
País Para Todos,GENERAL,MEDICO VETERINARIO,12,2927,0.41
País Para Todos,GENERAL,OTROS - OFICIO TECNICO,11,2927,0.38
País Para Todos,GENERAL,BIOLOGIA,8,2927,0.27
País Para Todos,GENERAL,COMPUTACION E INFORMATICA,8,2927,0.27
País Para Todos,GENERAL,MEDICINA,8,2927,0.27
País Para Todos,GENERAL,TURISMO Y HOTELERIA,8,2927,0.27
País Para Todos,GENERAL,ANTROPOLOGIA,6,2927,0.2
País Para Todos,GENERAL,FARMACIA Y BIOQUIMICA,6,2927,0.2
País Para Todos,GENERAL,SOCIOLOGIA,6,2927,0.2
País Para Todos,GENERAL,LENGUA Y LITERATURA,5,2927,0.17
País Para Todos,GENERAL,MATEMATICA Y ESTADISTICA,5,2927,0.17
País Para Todos,GENERAL,MEDICO CIRUJANO,5,2927,0.17
País Para Todos,GENERAL,TECNOLOGIA MEDICA,5,2927,0.17
País Para Todos,GENERAL,TRABAJO SOCIAL,5,2927,0.17
País Para Todos,GENERAL,ARTE Y DISENO,3,2927,0.1
País Para Todos,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,3,2927,0.1
País Para Todos,GENERAL,FILOSOFIA Y TEOLOGIA,3,2927,0.1
País Para Todos,GENERAL,NUTRICION Y DIETETICA,3,2927,0.1
País Para Todos,GENERAL,IDIOMAS,2,2927,0.07
País Para Todos,GENERAL,TOPOGRAFIA,2,2927,0.07
País Para Todos,GENERAL,GASTRONOMIA,1,2927,0.03
País Para Todos,GENERAL,HISTORIA,1,2927,0.03
País Para Todos,GENERAL,INSTRUCTOR DEPORTIVO,1,2927,0.03
País Para Todos,GENERAL,QUIMICA,1,2927,0.03
País Para Todos,MUNICIPAL DISTRITAL,EDUCACION,171,2225,7.69
País Para Todos,MUNICIPAL DISTRITAL,INGENIERIA,168,2225,7.55
País Para Todos,MUNICIPAL DISTRITAL,ADMINISTRACION,94,2225,4.22
País Para Todos,MUNICIPAL DISTRITAL,DERECHO,68,2225,3.06
País Para Todos,MUNICIPAL DISTRITAL,CONTABILIDAD,59,2225,2.65
País Para Todos,MUNICIPAL DISTRITAL,ENFERMERIA,22,2225,0.99
País Para Todos,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,19,2225,0.85
País Para Todos,MUNICIPAL DISTRITAL,PSICOLOGIA,16,2225,0.72
País Para Todos,MUNICIPAL DISTRITAL,AGROPECUARIA,15,2225,0.67
País Para Todos,MUNICIPAL DISTRITAL,ECONOMIA,15,2225,0.67
País Para Todos,MUNICIPAL DISTRITAL,ODONTOLOGIA,15,2225,0.67
País Para Todos,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,9,2225,0.4
País Para Todos,MUNICIPAL DISTRITAL,OBSTETRICIA,9,2225,0.4
País Para Todos,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,7,2225,0.31
País Para Todos,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,7,2225,0.31
País Para Todos,MUNICIPAL DISTRITAL,ANTROPOLOGIA,6,2225,0.27
País Para Todos,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,6,2225,0.27
País Para Todos,MUNICIPAL DISTRITAL,SOCIOLOGIA,6,2225,0.27
País Para Todos,MUNICIPAL DISTRITAL,ARQUITECTURA,5,2225,0.22
País Para Todos,MUNICIPAL DISTRITAL,MEDICINA,5,2225,0.22
País Para Todos,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,5,2225,0.22
País Para Todos,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,4,2225,0.18
País Para Todos,MUNICIPAL DISTRITAL,BIOLOGIA,3,2225,0.13
País Para Todos,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,3,2225,0.13
País Para Todos,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,3,2225,0.13
País Para Todos,MUNICIPAL DISTRITAL,ARTE Y DISENO,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,2,2225,0.09
País Para Todos,MUNICIPAL DISTRITAL,GASTRONOMIA,1,2225,0.04
País Para Todos,MUNICIPAL DISTRITAL,HISTORIA,1,2225,0.04
País Para Todos,MUNICIPAL DISTRITAL,IDIOMAS,1,2225,0.04
País Para Todos,MUNICIPAL DISTRITAL,TOPOGRAFIA,1,2225,0.04
País Para Todos,MUNICIPAL PROVINCIAL,EDUCACION,92,554,16.61
País Para Todos,MUNICIPAL PROVINCIAL,INGENIERIA,59,554,10.65
País Para Todos,MUNICIPAL PROVINCIAL,DERECHO,45,554,8.12
País Para Todos,MUNICIPAL PROVINCIAL,CONTABILIDAD,27,554,4.87
País Para Todos,MUNICIPAL PROVINCIAL,ARQUITECTURA,15,554,2.71
País Para Todos,MUNICIPAL PROVINCIAL,ADMINISTRACION,11,554,1.99
País Para Todos,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,10,554,1.81
País Para Todos,MUNICIPAL PROVINCIAL,PSICOLOGIA,8,554,1.44
País Para Todos,MUNICIPAL PROVINCIAL,ENFERMERIA,7,554,1.26
País Para Todos,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,6,554,1.08
País Para Todos,MUNICIPAL PROVINCIAL,AGROPECUARIA,5,554,0.9
País Para Todos,MUNICIPAL PROVINCIAL,ECONOMIA,5,554,0.9
País Para Todos,MUNICIPAL PROVINCIAL,ODONTOLOGIA,5,554,0.9
País Para Todos,MUNICIPAL PROVINCIAL,FARMACIA Y BIOQUIMICA,4,554,0.72
País Para Todos,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,4,554,0.72
País Para Todos,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,3,554,0.54
País Para Todos,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,3,554,0.54
País Para Todos,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,3,554,0.54
País Para Todos,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,2,554,0.36
País Para Todos,MUNICIPAL PROVINCIAL,LENGUA Y LITERATURA,2,554,0.36
País Para Todos,MUNICIPAL PROVINCIAL,OBSTETRICIA,2,554,0.36
País Para Todos,MUNICIPAL PROVINCIAL,TRABAJO SOCIAL,2,554,0.36
País Para Todos,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,2,554,0.36
País Para Todos,MUNICIPAL PROVINCIAL,ARTE Y DISENO,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,IDIOMAS,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,INSTRUCTOR DEPORTIVO,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,MEDICINA,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,NUTRICION Y DIETETICA,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,QUIMICA,1,554,0.18
País Para Todos,MUNICIPAL PROVINCIAL,TOPOGRAFIA,1,554,0.18
País Para Todos,REGIONAL,INGENIERIA,32,148,21.62
País Para Todos,REGIONAL,EDUCACION,23,148,15.54
País Para Todos,REGIONAL,DERECHO,22,148,14.86
País Para Todos,REGIONAL,CONTABILIDAD,7,148,4.73
País Para Todos,REGIONAL,CIENCIAS POLITICAS,6,148,4.05
País Para Todos,REGIONAL,BIOLOGIA,5,148,3.38
País Para Todos,REGIONAL,ECONOMIA,5,148,3.38
País Para Todos,REGIONAL,ADMINISTRACION,4,148,2.7
País Para Todos,REGIONAL,ENFERMERIA,3,148,2.03
País Para Todos,REGIONAL,PSICOLOGIA,3,148,2.03
País Para Todos,REGIONAL,AGROPECUARIA,2,148,1.35
País Para Todos,REGIONAL,MEDICINA,2,148,1.35
